misura,data,latitudine,longitudine,altezza,angolo_sole,al_sole,mag_x,mag_y,mag_z
1948,2020-04-11 05:04:52,51.528666666666666,138.57980555555554,424178.0625,38.50508557801475,True,30.68419647216797,-16.610906600952152,35.05274200439453
1949,2020-04-11 05:04:53,51.52441666666667,138.67938888888887,424176.625,38.461795839055206,True,30.740711212158203,-16.609350204467773,34.91507339477539
1950,2020-04-11 05:04:55,51.51561111111111,138.87844444444445,424173.65625,38.375134398866095,True,30.709976196289066,-16.500434875488278,34.967735290527344
1951,2020-04-11 05:04:56,51.51108333333333,138.97794444444443,424172.15625,38.331749037258156,True,30.801029205322266,-16.50516128540039,35.01358413696289
1952,2020-04-11 05:04:57,51.50644444444445,139.07744444444444,424170.65625,38.288343185082724,True,30.894350051879886,-16.503780364990234,35.10660934448242
1953,2020-04-11 05:04:58,51.50172222222222,139.17688888888887,424169.09375,38.244899766866865,True,30.86089324951172,-16.670402526855472,35.25570678710937
1954,2020-04-11 05:04:59,51.49691666666667,139.27633333333335,424167.5625,38.20141878261057,True,30.79134559631348,-16.521379470825195,35.39895248413086
1955,2020-04-11 05:05:00,51.49202777777778,139.37575,424165.96875,38.15792072288134,True,30.779499053955078,-16.627880096435547,35.40565490722656
1956,2020-04-11 05:05:01,51.487027777777776,139.47516666666667,424164.40625,38.11437826692251,True,30.82316017150879,-16.488929748535153,35.57060241699219
1957,2020-04-11 05:05:02,51.481944444444444,139.57452777777777,424162.78125,38.07081190530158,True,30.850194931030273,-16.377225875854492,35.565189361572266
1958,2020-04-11 05:05:03,51.47677777777778,139.6738611111111,424161.15625,38.02721139273481,True,30.743610382080078,-16.405010223388672,35.77336120605469
1959,2020-04-11 05:05:04,51.4715,139.77319444444447,424159.53125,37.98358355941135,True,30.70836639404297,-16.585168838500973,35.750919342041016
1960,2020-04-11 05:05:05,51.46613888888889,139.8725,424157.875,37.939924990236634,True,30.52020263671875,-16.614309310913086,35.74809265136719
1961,2020-04-11 05:05:06,51.46069444444445,139.9717777777778,424156.1875,37.89622885502147,True,30.40037727355957,-16.69969367980957,35.62873458862305
1962,2020-04-11 05:05:07,51.45516666666667,140.07102777777777,424154.5,37.85250539904963,True,30.443767547607425,-16.62353515625,35.54467010498047
1963,2020-04-11 05:05:08,51.449527777777774,140.17024999999998,424152.78125,37.80875803741571,True,30.38593864440918,-16.505558013916016,35.68559646606445
1964,2020-04-11 05:05:09,51.44380555555555,140.26944444444445,424151.0625,37.76497310974133,True,30.518163681030273,-16.346187591552734,35.8121337890625
1965,2020-04-11 05:05:11,51.43208333333333,140.46777777777777,424147.53125,37.67731787702798,True,30.385072708129886,-16.321622848510742,35.69769287109375
1966,2020-04-11 05:05:12,51.42608333333333,140.56691666666666,424145.75,37.63343732670523,True,30.377765655517575,-16.483964920043945,35.676292419433594
1967,2020-04-11 05:05:13,51.419999999999995,140.666,424143.96875,37.589536285814965,True,30.26928520202637,-16.62994384765625,35.87976455688477
1968,2020-04-11 05:05:14,51.41383333333333,140.76505555555556,424142.125,37.54560109397887,True,30.27356147766113,-16.702314376831055,35.83407592773437
1969,2020-04-11 05:05:15,51.407555555555554,140.8641111111111,424140.3125,37.50163858138608,True,30.25547790527344,-16.79374122619629,35.80707550048828
1970,2020-04-11 05:05:16,51.40119444444444,140.9631111111111,424138.4375,37.45764191784744,True,30.249778747558594,-16.743074417114258,35.79983901977539
1971,2020-04-11 05:05:17,51.39475,141.06208333333333,424136.59375,37.41361793355213,True,30.72701072692871,-16.86167335510254,35.78691864013672
1972,2020-04-11 05:05:18,51.38822222222222,141.16102777777778,424134.6875,37.36957004359471,True,31.173843383789066,-16.99142837524414,35.81412887573242
1973,2020-04-11 05:05:19,51.38158333333333,141.25997222222222,424132.78125,37.32548117250228,True,30.799945831298828,-16.966211318969727,35.81872940063477
1974,2020-04-11 05:05:20,51.37486111111111,141.3588611111111,424130.875,37.281371810842344,True,31.19307518005371,-16.96246337890625,36.05835723876953
1975,2020-04-11 05:05:21,51.36805555555556,141.4577222222222,424128.9375,37.237228298236545,True,31.56661796569824,-16.930656433105472,35.77324676513672
1976,2020-04-11 05:05:22,51.36116666666667,141.55655555555558,424126.96875,37.19305746487407,True,30.992151260375977,-16.883024215698242,36.11153411865234
1977,2020-04-11 05:05:23,51.35416666666667,141.65536111111112,424125.0,37.14885248056575,True,30.79829978942871,-16.819938659667972,36.16990661621094
1978,2020-04-11 05:05:24,51.34708333333334,141.75411111111111,424123.0,37.104623590595324,True,30.50661659240723,-16.902299880981445,36.076515197753906
1979,2020-04-11 05:05:25,51.33991666666667,141.8528611111111,424121.0,37.06036396477365,True,30.2329158782959,-16.916316986083984,35.82013320922852
1980,2020-04-11 05:05:27,51.32530555555556,142.05022222222223,424116.9375,36.971759335765654,True,29.99351501464844,-16.798707962036133,35.96490859985352
1981,2020-04-11 05:05:28,51.317861111111114,142.1488611111111,424114.875,36.92741433257935,True,29.905370712280273,-17.004669189453125,36.037540435791016
1982,2020-04-11 05:05:29,51.31030555555555,142.2474722222222,424112.78125,36.88303859354178,True,29.638858795166016,-17.019744873046875,35.991851806640625
1983,2020-04-11 05:05:30,51.30269444444444,142.34602777777778,424110.6875,36.83863211865295,True,29.64085578918457,-17.057907104492188,36.09415817260742
1984,2020-04-11 05:05:31,51.29497222222222,142.44455555555555,424108.59375,36.794201738102004,True,29.64477348327637,-17.054256439208984,36.047271728515625
1985,2020-04-11 05:05:32,51.287166666666664,142.54308333333333,424106.4375,36.749737206605225,True,29.62670135498047,-17.068662643432614,36.24351119995117
1986,2020-04-11 05:05:33,51.27927777777778,142.64152777777778,424104.3125,36.70524876944636,True,29.58431053161621,-17.158943176269528,36.48508834838867
1987,2020-04-11 05:05:34,51.27130555555556,142.73994444444443,424102.125,36.66073301153079,True,29.53036499023437,-17.055559158325195,36.48089218139648
1988,2020-04-11 05:05:35,51.263222222222225,142.8383611111111,424099.96875,36.616186517763964,True,29.68648338317871,-16.87442398071289,36.51469039916992
1989,2020-04-11 05:05:36,51.25505555555556,142.93672222222222,424097.75,36.5716058730513,True,29.77943992614746,-17.016178131103516,36.45064926147461
1990,2020-04-11 05:05:37,51.246805555555554,143.03502777777777,424095.53125,36.527008152865704,True,29.667591094970703,-17.132665634155273,36.44838333129883
1991,2020-04-11 05:05:38,51.23847222222222,143.13333333333333,424093.3125,36.482376281734254,True,28.97656059265137,-17.093206405639652,36.46838760375977
1992,2020-04-11 05:05:39,51.23002777777778,143.23155555555556,424091.0625,36.43771708984612,True,28.48168754577637,-16.938522338867188,36.491695404052734
1993,2020-04-11 05:05:40,51.22152777777778,143.32977777777776,424088.78125,36.3930339922959,True,28.82933235168457,-16.977672576904293,36.4914665222168
1994,2020-04-11 05:05:42,51.20422222222223,143.52608333333336,424084.1875,36.30357217454707,True,28.91872596740723,-17.011621475219727,36.4057502746582
1995,2020-04-11 05:05:43,51.19541666666667,143.62416666666667,424081.875,36.258807114726814,True,29.063587188720703,-17.012025833129886,36.452091217041016
1996,2020-04-11 05:05:44,51.18655555555555,143.72222222222223,424079.53125,36.214007903960685,True,29.094280242919922,-17.027772903442386,36.41035842895508
1997,2020-04-11 05:05:45,51.17758333333333,143.82025,424077.1875,36.16917795734332,True,29.344467163085934,-17.038454055786133,36.51850509643555
1998,2020-04-11 05:05:46,51.168527777777776,143.91822222222223,424074.8125,36.12432410506384,True,29.382387161254886,-16.925878524780273,36.47067260742188
1999,2020-04-11 05:05:47,51.159388888888884,144.0161388888889,424072.4375,36.07944634712227,True,29.625675201416016,-16.968727111816403,36.49690246582031
2000,2020-04-11 05:05:48,51.15013888888889,144.11402777777778,424070.03125,36.03454126842402,True,29.76029396057129,-17.115093231201172,36.59730529785156
2001,2020-04-11 05:05:49,51.14080555555555,144.21188888888886,424067.59375,35.98960886896909,True,29.65910148620605,-17.184240341186527,36.73291397094727
2002,2020-04-11 05:05:50,51.13141666666667,144.30972222222223,424065.15625,35.944638903473724,True,29.62907409667969,-17.121435165405273,36.67544937133789
2003,2020-04-11 05:05:51,51.121916666666664,144.40747222222222,424062.71875,35.899651862505436,True,29.571887969970703,-17.003009796142578,36.60607528686523
2004,2020-04-11 05:05:52,51.11230555555556,144.50519444444444,424060.25,35.85463750078047,True,29.520566940307614,-16.800909042358402,36.48457717895508
2005,2020-04-11 05:05:53,51.10263888888889,144.60288888888888,424057.75,35.809592403204235,True,29.37854194641113,-16.643823623657227,36.524173736572266
2006,2020-04-11 05:05:54,51.09286111111111,144.70052777777778,424055.25,35.76451998487132,True,30.083629608154297,-16.7161865234375,36.61017990112305
2007,2020-04-11 05:05:55,51.08302777777778,144.7981388888889,424052.71875,35.71943049106548,True,29.962291717529297,-16.645383834838867,36.55316162109375
2008,2020-04-11 05:05:56,51.07308333333334,144.89569444444444,424050.1875,35.674300016124626,True,29.643779754638672,-16.732858657836914,36.76704406738281
2009,2020-04-11 05:05:58,51.05291666666666,145.09066666666666,424045.03125,35.583977594540364,True,29.585527420043945,-16.861326217651367,36.70675277709961
2010,2020-04-11 05:05:59,51.04272222222222,145.18808333333334,424042.46875,35.538771987518636,True,29.50914764404297,-16.839790344238278,36.69167709350586
2011,2020-04-11 05:06:00,51.03241666666666,145.2854722222222,424039.84375,35.49354588992941,True,29.34053611755371,-16.79820442199707,36.59818649291992
2012,2020-04-11 05:06:01,51.02202777777778,145.3827777777778,424037.21875,35.4482890564889,True,29.23436737060547,-16.708669662475586,36.417930603027344
2013,2020-04-11 05:06:02,51.01155555555555,145.48008333333334,424034.5625,35.40300490229172,True,29.18071556091309,-16.908763885498047,36.519081115722656
2014,2020-04-11 05:06:03,51.001,145.57733333333334,424031.90625,35.35769342733785,True,29.13265419006348,-16.96784782409668,36.76723861694336
2015,2020-04-11 05:06:04,50.99036111111111,145.67452777777777,424029.25,35.31236146181648,True,29.18841361999512,-17.083244323730472,36.68881607055664
2016,2020-04-11 05:06:05,50.97961111111111,145.77166666666668,424026.5625,35.26700217553842,True,29.25710487365723,-16.99000358581543,36.64588928222656
2017,2020-04-11 05:06:06,50.968805555555555,145.86875,424023.84375,35.22161898359828,True,29.18587303161621,-17.032297134399414,36.73131561279297
2018,2020-04-11 05:06:07,50.95788888888889,145.96580555555553,424021.125,35.17620505580686,True,28.98343086242676,-16.911310195922848,36.62297058105469
2019,2020-04-11 05:06:08,50.946888888888886,146.06280555555557,424018.375,35.130767222353356,True,29.17088890075684,-16.994552612304688,36.61885833740234
2020,2020-04-11 05:06:09,50.935805555555554,146.15977777777778,424015.59375,35.085298653048575,True,28.5588493347168,-16.995063781738278,37.0447998046875
2021,2020-04-11 05:06:10,50.924638888888886,146.25669444444443,424012.84375,35.03980959317629,True,29.427959442138672,-17.02540397644043,37.04171752929688
2022,2020-04-11 05:06:11,50.91336111111111,146.35352777777777,424010.03125,34.99430004273649,True,29.32755470275879,-17.15110969543457,37.12888717651367
2023,2020-04-11 05:06:13,50.89058333333333,146.54711111111112,424004.40625,34.90318873430311,True,29.490154266357425,-17.22085952758789,37.02871322631836
2024,2020-04-11 05:06:14,50.87905555555555,146.64383333333333,424001.5625,34.857600636687856,True,29.397300720214844,-17.11601448059082,37.07258605957031
2025,2020-04-11 05:06:15,50.867444444444445,146.7404722222222,423998.6875,34.81198521831593,True,29.31625366210937,-17.279930114746097,37.08469772338867
2026,2020-04-11 05:06:16,50.85575,146.8371111111111,423995.8125,34.76633906409273,True,29.16510772705078,-17.183795928955078,36.904205322265625
2027,2020-04-11 05:06:17,50.84397222222223,146.93363888888888,423992.9375,34.720675834396616,True,29.168874740600586,-17.137802124023438,37.05616760253906
2028,2020-04-11 05:06:18,50.83211111111112,147.03016666666667,423990.03125,34.67498186884923,True,29.09856414794922,-17.201171875,37.11089706420898
2029,2020-04-11 05:06:19,50.82013888888889,147.12661111111112,423987.09375,34.629263997639754,True,29.114782333374023,-17.281700134277347,37.3475341796875
2030,2020-04-11 05:06:20,50.80811111111111,147.2230277777778,423984.15625,34.583515390579,True,29.117023468017575,-17.25480842590332,37.21984481811523
2031,2020-04-11 05:06:21,50.79597222222222,147.31938888888888,423981.1875,34.537753123139915,True,29.10865974426269,-17.278997421264652,37.36324691772461
2032,2020-04-11 05:06:22,50.78375,147.41569444444445,423978.21875,34.49196011984957,True,28.95841407775879,-17.211050033569336,37.25959396362305
2033,2020-04-11 05:06:23,50.77144444444444,147.51194444444445,423975.21875,34.44613979580254,True,28.90638732910156,-17.090293884277347,37.2526969909668
2034,2020-04-11 05:06:24,50.759055555555555,147.6081111111111,423972.21875,34.40030581137717,True,28.907367706298828,-17.259092330932614,37.22016906738281
2035,2020-04-11 05:06:25,50.746583333333334,147.70425,423969.1875,34.35444109110053,True,28.956417083740234,-17.327173233032227,37.18389892578125
2036,2020-04-11 05:06:26,50.734027777777776,147.80036111111113,423966.15625,34.30854221987804,True,28.98756599426269,-17.2633056640625,37.19654846191406
2037,2020-04-11 05:06:27,50.72138888888889,147.89638888888888,423963.09375,34.26262968827721,True,28.97203254699707,-17.296663284301758,37.36929321289063
2038,2020-04-11 05:06:29,50.69583333333333,148.08830555555556,423956.90625,34.17072949299469,True,28.82028961181641,-17.445234298706055,37.48403549194336
2039,2020-04-11 05:06:30,50.682916666666664,148.18416666666667,423953.8125,34.124741829313,True,29.095447540283203,-17.59182357788086,37.39374923706055
2040,2020-04-11 05:06:31,50.669916666666666,148.27997222222223,423950.6875,34.07873025996921,True,28.92390251159668,-17.489507675170902,37.401222229003906
2041,2020-04-11 05:06:32,50.65686111111111,148.37575,423947.53125,34.032694784963326,True,28.94283103942871,-17.365005493164062,37.46043395996094
2042,2020-04-11 05:06:33,50.64369444444444,148.47144444444444,423944.375,33.98663198920077,True,29.56338119506836,-17.279743194580078,37.47954559326172
2043,2020-04-11 05:06:34,50.63044444444444,148.56708333333333,423941.21875,33.94054870287068,True,29.430683135986328,-17.208419799804688,37.61933517456055
2044,2020-04-11 05:06:35,50.617111111111114,148.66269444444444,423938.03125,33.89443809578393,True,29.248689651489254,-17.110666275024414,37.68486785888672
2045,2020-04-11 05:06:36,50.60369444444444,148.75822222222223,423934.8125,33.84831041322425,True,29.124290466308594,-17.004621505737305,37.74570846557617
2046,2020-04-11 05:06:37,50.59019444444445,148.85369444444444,423931.59375,33.80214857971871,True,29.188875198364254,-17.039888381958008,37.59379577636719
2047,2020-04-11 05:06:38,50.57661111111111,148.9491111111111,423928.375,33.755969670740264,True,29.01628875732422,-16.969745635986328,37.69816970825195
2048,2020-04-11 05:06:39,50.56294444444444,149.04447222222223,423925.09375,33.7097668560997,True,28.969879150390625,-16.982088088989258,37.62138748168945
2049,2020-04-11 05:06:40,50.549166666666665,149.13977777777777,423921.84375,33.663546965986235,True,28.62777709960937,-17.072227478027347,37.611793518066406
2050,2020-04-11 05:06:41,50.535333333333334,149.23502777777776,423918.5625,33.61728950983232,True,28.542612075805664,-17.124017715454098,37.43843460083008
2051,2020-04-11 05:06:42,50.52141666666667,149.33022222222223,423915.25,33.571018393300065,True,28.43925857543945,-17.131416320800778,37.39310836791992
2052,2020-04-11 05:06:44,50.49330555555556,149.52041666666668,423908.59375,33.47840444324928,True,28.35589599609375,-16.901016235351562,37.47870635986328
2053,2020-04-11 05:06:45,50.479111111111116,149.61541666666665,423905.25,33.432061609730745,True,28.38913154602051,-16.875226974487305,37.3182373046875
2054,2020-04-11 05:06:46,50.46483333333334,149.7103611111111,423901.875,33.38569487055011,True,28.49175453186035,-16.822626113891598,37.42728805541992
2055,2020-04-11 05:06:47,50.450500000000005,149.8052777777778,423898.5,33.339297395518216,True,28.396202087402344,-16.907548904418945,37.50389862060547
2056,2020-04-11 05:06:48,50.436055555555555,149.90011111111113,423895.09375,33.29288626010798,True,28.44245529174805,-17.055925369262695,37.48798370361328
2057,2020-04-11 05:06:49,50.42155555555555,149.9948611111111,423891.6875,33.24645463413023,True,28.44189071655273,-17.151411056518555,37.43414688110352
2058,2020-04-11 05:06:50,50.40694444444444,150.08955555555556,423888.25,33.199995687395806,True,28.52581024169922,-17.331073760986328,37.58688735961914
2059,2020-04-11 05:06:51,50.39225,150.18422222222222,423884.8125,33.15351283499928,True,28.434755325317386,-17.27488136291504,37.58635330200195
2060,2020-04-11 05:06:52,50.3775,150.27880555555558,423881.34375,33.107006076940664,True,28.33658218383789,-17.297832489013672,37.79301452636719
2061,2020-04-11 05:06:53,50.36263888888889,150.37333333333333,423877.84375,33.06048565850371,True,28.26255798339844,-17.242977142333984,37.95203399658203
2062,2020-04-11 05:06:54,50.34769444444445,150.46777777777777,423874.375,33.013934504215484,True,28.370763778686523,-17.233283996582028,37.42083740234375
2063,2020-04-11 05:06:55,50.33269444444445,150.56219444444446,423870.84375,32.96735944426517,True,28.293954849243164,-17.263456344604492,37.26871109008789
2064,2020-04-11 05:06:56,50.31758333333334,150.6565277777778,423867.3125,32.92076389374734,True,28.097490310668945,-17.212827682495114,37.29327392578125
2065,2020-04-11 05:06:57,50.302388888888885,150.75080555555556,423863.78125,32.87415126775659,True,28.00981521606445,-17.13399314880371,37.34715270996094
2066,2020-04-11 05:06:58,50.28711111111111,150.8450277777778,423860.21875,32.827507905914565,True,27.897357940673828,-17.21695899963379,37.43052291870117
2067,2020-04-11 05:07:00,50.25633333333333,151.03325,423853.0625,32.734166540717176,True,27.95240592956543,-17.201025009155273,37.53561782836914
2068,2020-04-11 05:07:01,50.24080555555555,151.12727777777778,423849.46875,32.68745829207805,True,27.874128341674805,-17.124732971191403,37.69096374511719
2069,2020-04-11 05:07:02,50.22522222222222,151.22122222222222,423845.84375,32.640729552871406,True,27.864850997924805,-17.092872619628903,37.88591766357422
2070,2020-04-11 05:07:03,50.20952777777778,151.31511111111112,423842.1875,32.59398373819184,True,27.85660171508789,-17.038475036621097,37.81157302856445
2071,2020-04-11 05:07:04,50.193749999999994,151.40894444444444,423838.53125,32.547207187661016,True,27.78107452392578,-17.202634811401367,37.80510330200195
2072,2020-04-11 05:07:05,50.17791666666666,151.50269444444444,423834.875,32.500413561657254,True,27.83818435668945,-17.122182846069336,38.0119514465332
2073,2020-04-11 05:07:06,50.16197222222222,151.59641666666667,423831.1875,32.453596029991395,True,27.97742462158203,-17.32369041442871,38.06258773803711
2074,2020-04-11 05:07:07,50.14597222222222,151.69002777777777,423827.5,32.40676142285262,True,27.96840667724609,-17.336397171020508,38.0305290222168
2075,2020-04-11 05:07:08,50.12986111111111,151.78358333333333,423823.78125,32.359902910051744,True,27.79555511474609,-17.283130645751953,38.313323974609375
2076,2020-04-11 05:07:09,50.11369444444445,151.8771111111111,423820.0625,32.31302049158878,True,27.76801300048828,-17.280624389648438,38.23524475097656
2077,2020-04-11 05:07:10,50.09741666666667,151.9705277777778,423816.3125,32.2661175825583,True,27.72059440612793,-17.334457397460938,38.12567901611328
2078,2020-04-11 05:07:11,50.08108333333334,152.06391666666667,423812.53125,32.219190767865726,True,27.80154800415039,-17.277738571166992,38.014156341552734
2079,2020-04-11 05:07:12,50.06466666666666,152.15719444444446,423808.78125,32.172243462605636,True,27.75637626647949,-17.315614700317386,38.02629852294922
2080,2020-04-11 05:07:13,50.04816666666667,152.25044444444444,423804.96875,32.12527908187264,True,27.67721366882324,-17.20967674255371,37.919918060302734
2081,2020-04-11 05:07:15,50.014916666666664,152.43669444444444,423797.34375,32.03128201851492,True,27.58649635314941,-17.27702522277832,37.94354248046875
2082,2020-04-11 05:07:16,49.99813888888889,152.52972222222223,423793.5,31.984245920795626,True,27.60822105407715,-17.231939315795902,38.31586456298828
2083,2020-04-11 05:07:17,49.98133333333333,152.62269444444445,423789.65625,31.937196162698,True,27.40068435668945,-17.152515411376953,38.40924072265625
2084,2020-04-11 05:07:18,49.96441666666667,152.7155833333333,423785.78125,31.89012591403285,True,27.31538200378418,-17.213752746582028,38.362953186035156
2085,2020-04-11 05:07:19,49.94741666666666,152.8084166666667,423781.90625,31.84302492951645,True,27.360769271850586,-17.292739868164062,38.38032531738281
2086,2020-04-11 05:07:20,49.93033333333333,152.90116666666668,423778.0,31.795913699716287,True,27.267391204833984,-17.29177474975586,38.3041877746582
2087,2020-04-11 05:07:21,49.91319444444444,152.9938611111111,423774.09375,31.74877856425402,True,27.41897392272949,-17.266414642333984,38.33987045288086
2088,2020-04-11 05:07:22,49.895944444444446,153.08647222222223,423770.15625,31.701622938224254,True,27.49118995666504,-17.165576934814453,38.06724548339844
2089,2020-04-11 05:07:23,49.87863888888889,153.17902777777778,423766.21875,31.65443999143781,True,27.37948989868164,-17.190605163574222,38.197078704833984
2090,2020-04-11 05:07:24,49.86125,153.27152777777778,423762.25,31.607239969178444,True,27.4290714263916,-17.21225357055664,38.17529296875
2091,2020-04-11 05:07:25,49.84375,153.36394444444443,423758.28125,31.560019456351558,True,27.35645866394043,-17.205827713012695,38.29481887817383
2092,2020-04-11 05:07:26,49.82619444444445,153.45627777777776,423754.28125,31.51278528314633,True,27.401966094970703,-17.303829193115234,38.454261779785156
2093,2020-04-11 05:07:27,49.80855555555555,153.54852777777776,423750.28125,31.46552378918443,True,27.332164764404297,-17.465003967285153,38.51266098022461
2094,2020-04-11 05:07:28,49.790861111111106,153.64075,423746.25,31.41823838956043,True,27.49909973144531,-17.613426208496094,38.34820938110352
2095,2020-04-11 05:07:29,49.77305555555555,153.7328611111111,423742.21875,31.37093932955809,True,27.512296676635746,-17.545682907104492,38.6134033203125
2096,2020-04-11 05:07:31,49.73722222222222,153.91691666666665,423734.09375,31.276272907661713,True,27.498571395874023,-17.506877899169922,38.45238494873047
2097,2020-04-11 05:07:32,49.719166666666666,154.00883333333334,423730.03125,31.22890896086226,True,27.38506507873535,-17.323284149169922,38.67518615722656
2098,2020-04-11 05:07:33,49.701055555555556,154.10066666666665,423725.9375,31.181527938589877,True,27.302959442138672,-17.345489501953125,38.81789016723633
2099,2020-04-11 05:07:34,49.68286111111111,154.19244444444445,423721.8125,31.134126425749997,True,27.37871360778809,-17.302438735961914,38.65066528320313
2100,2020-04-11 05:07:35,49.66458333333333,154.2841388888889,423717.6875,31.0867044223426,True,27.38415908813477,-17.172069549560547,38.73308181762695
2101,2020-04-11 05:07:36,49.64625,154.37577777777778,423713.5625,31.0392585132731,True,27.19185447692871,-17.120689392089847,38.61215591430664
2102,2020-04-11 05:07:37,49.627805555555554,154.46733333333333,423709.40625,30.991798943825263,True,27.163997650146484,-17.137788772583008,38.52178955078125
2103,2020-04-11 05:07:38,49.60927777777778,154.55883333333335,423705.21875,30.944315468715335,True,27.177892684936523,-17.259571075439453,38.61050796508789
2104,2020-04-11 05:07:39,49.590694444444445,154.65022222222223,423701.0625,30.896811503037895,True,27.381404876708984,-17.196552276611328,38.74251174926758
2105,2020-04-11 05:07:40,49.572027777777784,154.74155555555555,423696.84375,30.849290461887534,True,27.335102081298828,-17.109516143798828,38.921382904052734
2106,2020-04-11 05:07:41,49.55327777777777,154.83283333333333,423692.625,30.801748930169662,True,27.22117805480957,-17.094552993774414,38.88096237182617
2107,2020-04-11 05:07:42,49.53444444444444,154.92402777777778,423688.40625,30.754183492789693,True,27.10473251342773,-17.003654479980472,38.95657730102539
2108,2020-04-11 05:07:43,49.51555555555556,155.01513888888888,423684.15625,30.7066009799368,True,27.148969650268555,-16.983585357666016,38.99626541137695
2109,2020-04-11 05:07:44,49.49655555555556,155.10619444444444,423679.90625,30.659001391610985,True,27.050939559936523,-16.836088180541992,39.06343460083008
2110,2020-04-11 05:07:46,49.45836111111112,155.28805555555556,423671.34375,30.56374074325681,True,26.959327697753906,-16.740814208984375,39.23713302612305
2111,2020-04-11 05:07:47,49.439138888888884,155.37886111111112,423667.0625,30.516086513417633,True,26.9466609954834,-16.721071243286133,39.13274002075195
2112,2020-04-11 05:07:48,49.41986111111111,155.4696111111111,423662.71875,30.46840837791636,True,26.85891914367676,-16.77210807800293,39.155799865722656
2113,2020-04-11 05:07:49,49.40047222222222,155.5602777777778,423658.40625,30.420706336752996,True,26.97035980224609,-16.88307762145996,39.13458251953125
2114,2020-04-11 05:07:50,49.38102777777778,155.6508888888889,423654.0625,30.372987220116702,True,26.33530044555664,-16.887870788574222,39.05258560180664
2115,2020-04-11 05:07:51,49.3615,155.74138888888888,423649.6875,30.32525785819665,True,25.789852142333984,-17.122594833374027,39.10814666748047
2116,2020-04-11 05:07:52,49.34188888888889,155.83183333333332,423645.3125,30.277501175519923,True,26.49883270263672,-17.152536392211914,39.22550582885742
2117,2020-04-11 05:07:53,49.32219444444445,155.92222222222222,423640.9375,30.22972400227568,True,26.457216262817386,-17.127923965454098,39.23100662231445
2118,2020-04-11 05:07:54,49.30244444444444,156.0125277777778,423636.53125,30.18192633846393,True,26.54766082763672,-17.048133850097653,39.26537704467773
2119,2020-04-11 05:07:55,49.28261111111111,156.1027222222222,423632.125,30.134118429368424,True,26.48771667480469,-17.06088638305664,39.16746139526367
2120,2020-04-11 05:07:56,49.26269444444444,156.1928888888889,423627.6875,30.08628661461083,True,26.33641624450684,-17.12759017944336,39.61783981323242
2121,2020-04-11 05:07:57,49.242694444444446,156.28294444444447,423623.25,30.0384377243803,True,26.27635383605957,-17.276138305664062,39.495697021484375
2122,2020-04-11 05:07:58,49.22263888888889,156.37294444444444,423618.78125,29.99056492848768,True,26.34499740600586,-17.45924186706543,39.58398818969727
2123,2020-04-11 05:07:59,49.2025,156.46283333333332,423614.3125,29.942678472216727,True,26.485071182250977,-17.481452941894528,39.16496658325195
2124,2020-04-11 05:08:00,49.18227777777778,156.55266666666668,423609.8125,29.894774940472843,True,26.556116104125977,-17.40945816040039,39.150306701660156
2125,2020-04-11 05:08:02,49.14158333333333,156.73211111111112,423600.8125,29.798902990187955,True,26.40960693359375,-17.274971008300778,38.92155456542969
2126,2020-04-11 05:08:03,49.121138888888886,156.8217222222222,423596.28125,29.75094481693071,True,26.32710838317871,-17.241788864135742,38.94433975219727
2127,2020-04-11 05:08:04,49.100611111111114,156.91125,423591.71875,29.70296273801137,True,26.25201797485352,-17.289045333862305,39.17828750610352
2128,2020-04-11 05:08:05,49.08002777777778,157.00069444444443,423587.1875,29.654963583619107,True,26.213008880615234,-17.394248962402347,39.19475936889648
2129,2020-04-11 05:08:06,49.05933333333333,157.09008333333335,423582.59375,29.60694393865933,True,26.21174430847168,-17.49618148803711,39.34487533569336
2130,2020-04-11 05:08:07,49.03858333333333,157.1793611111111,423578.03125,29.55891063332122,True,26.349811553955078,-17.426860809326172,39.23118591308594
2131,2020-04-11 05:08:08,49.01775,157.26858333333334,423573.40625,29.51085683741559,True,26.24313735961914,-17.27933692932129,39.54241561889648
2132,2020-04-11 05:08:09,48.99686111111111,157.3577222222222,423568.8125,29.46278938113163,True,26.27501678466797,-17.218313217163086,39.451114654541016
2133,2020-04-11 05:08:10,48.97588888888889,157.44677777777778,423564.1875,29.414694604090986,True,26.326778411865234,-17.20954704284668,39.44938278198242
2134,2020-04-11 05:08:11,48.95483333333333,157.53575,423559.53125,29.366589581766586,True,26.136932373046875,-17.205171585083008,39.56373977661133
2135,2020-04-11 05:08:12,48.93369444444444,157.6246388888889,423554.875,29.318464068874675,True,26.01828193664551,-17.129438400268555,39.8306770324707
2136,2020-04-11 05:08:13,48.9125,157.7134722222222,423550.21875,29.27032148050984,True,26.19575500488281,-17.065607070922848,39.54185485839844
2137,2020-04-11 05:08:14,48.89122222222222,157.80222222222224,423545.53125,29.222154986482913,True,26.28483772277832,-17.240215301513672,39.63859558105469
2138,2020-04-11 05:08:15,48.86986111111111,157.8908611111111,423540.84375,29.173981662266808,True,26.35334396362305,-17.17695426940918,39.70643997192383
2139,2020-04-11 05:08:17,48.82691666666667,158.0679722222222,423531.40625,29.077563296848325,True,25.6546573638916,-17.137454986572266,39.60394287109375
